TC1
+--------+---------+----------------------------+-------------+
| Number | Decimal |           Binary           | Hexadecimal |
|   11   |    12   |              0b1100              |     0xc     |
|   12   |    -6   | 11111111111111111111111111111010 |     -0x6    |
|   13   |    27   |             0b11011              |     0x1b    |
|   14   |    -4   | 11111111111111111111111111111100 |     -0x4    |
|   15   |   -38   | 11111111111111111111111111011010 |    -0x26    |
|   16   |    26   |             0b11010              |     0x1a    |
|   17   |    49   |             0b110001             |     0x31    |
|   18   |    29   |             0b11101              |     0x1d    |
|   19   |    42   |             0b101010             |     0x2a    |
|   20   |   -16   | 11111111111111111111111111110000 |    -0x10    |
|   21   |   -28   | 11111111111111111111111111100100 |    -0x1c    |
|   22   |    34   |             0b100010             |     0x22    |
|   23   |    20   |             0b10100              |     0x14    |
|   24   |    0    |               0b0                |     0x0     |
|   25   |    25   |             0b11001              |     0x19    |
|   26   |    45   |             0b101101             |     0x2d    |
|   27   |    3    |               0b11               |     0x3     |
|   28   |   -46   | 11111111111111111111111111010010 |    -0x2e    |
|   29   |   -46   | 11111111111111111111111111010010 |    -0x2e    |
|   30   |    29   |             0b11101              |     0x1d    |
|   31   |    33   |             0b100001             |     0x21    |
|   32   |    29   |             0b11101              |     0x1d    |
|   33   |    26   |             0b11010              |     0x1a    |
|   34   |    -5   | 11111111111111111111111111111011 |     -0x5    |
|   35   |   -36   | 11111111111111111111111111011100 |    -0x24    |
|   36   |    12   |              0b1100              |     0xc     |
|   37   |    45   |             0b101101             |     0x2d    |
|   38   |   -50   | 11111111111111111111111111001110 |    -0x32    |
|   39   |    0    |               0b0                |     0x0     |
|   40   |    -6   | 11111111111111111111111111111010 |     -0x6    |
|   41   |   -39   | 11111111111111111111111111011001 |    -0x27    |
|   42   |    35   |             0b100011             |     0x23    |
|   43   |    26   |             0b11010              |     0x1a    |
|   44   |   -35   | 11111111111111111111111111011101 |    -0x23    |
|   45   |   -42   | 11111111111111111111111111010110 |    -0x2a    |
|   46   |    14   |              0b1110              |     0xe     |
|   47   |    -3   | 11111111111111111111111111111101 |     -0x3    |
|   48   |    22   |             0b10110              |     0x16    |
|   49   |   -47   | 11111111111111111111111111010001 |    -0x2f    |
|   50   |    12   |              0b1100              |     0xc     |
|   51   |   -17   | 11111111111111111111111111101111 |    -0x11    |
|   52   |   -31   | 11111111111111111111111111100001 |    -0x1f    |
|   53   |   -25   | 11111111111111111111111111100111 |    -0x19    |
|   54   |   -35   | 11111111111111111111111111011101 |    -0x23    |
|   55   |   -18   | 11111111111111111111111111101110 |    -0x12    |
|   56   |    14   |              0b1110              |     0xe     |
|   57   |    37   |             0b100101             |     0x25    |
|   58   |    -8   | 11111111111111111111111111111000 |     -0x8    |
|   59   |   -41   | 11111111111111111111111111010111 |    -0x29    |
|   60   |   -50   | 11111111111111111111111111001110 |    -0x32    |
|   61   |    -9   | 11111111111111111111111111110111 |     -0x9    |
|   62   |    2    |               0b10               |     0x2     |
|   63   |    12   |              0b1100              |     0xc     |
|   64   |   -39   | 11111111111111111111111111011001 |    -0x27    |
|   65   |   -17   | 11111111111111111111111111101111 |    -0x11    |
|   66   |    0    |               0b0                |     0x0     |
|   67   |    27   |             0b11011              |     0x1b    |
|   68   |    28   |             0b11100              |     0x1c    |
|   69   |    45   |             0b101101             |     0x2d    |
|   70   |   -44   | 11111111111111111111111111010100 |    -0x2c    |
|   71   |    28   |             0b11100              |     0x1c    |
|   72   |    35   |             0b100011             |     0x23    |
|   73   |   -33   | 11111111111111111111111111011111 |    -0x21    |
|   74   |    43   |             0b101011             |     0x2b    |
|   75   |    -4   | 11111111111111111111111111111100 |     -0x4    |
|   76   |    23   |             0b10111              |     0x17    |
|   77   |   -49   | 11111111111111111111111111001111 |    -0x31    |
|   78   |    49   |             0b110001             |     0x31    |
|   79   |    -7   | 11111111111111111111111111111001 |     -0x7    |
|   80   |   -38   | 11111111111111111111111111011010 |    -0x26    |
|   81   |   -45   | 11111111111111111111111111010011 |    -0x2d    |
|   82   |    5    |              0b101               |     0x5     |
|   83   |   -21   | 11111111111111111111111111101011 |    -0x15    |
|   84   |    26   |             0b11010              |     0x1a    |
|   85   |    -2   | 11111111111111111111111111111110 |     -0x2    |
|   86   |   -24   | 11111111111111111111111111101000 |    -0x18    |
|   87   |    6    |              0b110               |     0x6     |
|   88   |   -45   | 11111111111111111111111111010011 |    -0x2d    |
|   89   |    -4   | 11111111111111111111111111111100 |     -0x4    |
|   90   |    15   |              0b1111              |     0xf     |
|   91   |    0    |               0b0                |     0x0     |
|   92   |   -17   | 11111111111111111111111111101111 |    -0x11    |
|   93   |   -35   | 11111111111111111111111111011101 |    -0x23    |
|   94   |    43   |             0b101011             |     0x2b    |
|   95   |    45   |             0b101101             |     0x2d    |
|   96   |   -35   | 11111111111111111111111111011101 |    -0x23    |
|   97   |    -8   | 11111111111111111111111111111000 |     -0x8    |
|   98   |    28   |             0b11100              |     0x1c    |
|   99   |    47   |             0b101111             |     0x2f    |
|  100   |    34   |             0b100010             |     0x22    |
|  101   |   -24   | 11111111111111111111111111101000 |    -0x18    |
|  102   |   -42   | 11111111111111111111111111010110 |    -0x2a    |
|  103   |   -13   | 11111111111111111111111111110011 |     -0xd    |
|  104   |    14   |              0b1110              |     0xe     |
|  105   |   -45   | 11111111111111111111111111010011 |    -0x2d    |
|  106   |   -35   | 11111111111111111111111111011101 |    -0x23    |
|  107   |    27   |             0b11011              |     0x1b    |
|  108   |   -12   | 11111111111111111111111111110100 |     -0xc    |
|  109   |   -19   | 11111111111111111111111111101101 |    -0x13    |
|  110   |   -20   | 11111111111111111111111111101100 |    -0x14    |
|  111   |   -14   | 11111111111111111111111111110010 |     -0xe    |
|  112   |    20   |             0b10100              |     0x14    |
|  113   |    30   |             0b11110              |     0x1e    |
|  114   |    12   |              0b1100              |     0xc     |
|  115   |   -36   | 11111111111111111111111111011100 |    -0x24    |
|  116   |   -47   | 11111111111111111111111111010001 |    -0x2f    |
|  117   |   -27   | 11111111111111111111111111100101 |    -0x1b    |
|  118   |    -3   | 11111111111111111111111111111101 |     -0x3    |
|  119   |    6    |              0b110               |     0x6     |
|  120   |    36   |             0b100100             |     0x24    |
|  121   |    9    |              0b1001              |     0x9     |
|  122   |   -16   | 11111111111111111111111111110000 |    -0x10    |
|  123   |    36   |             0b100100             |     0x24    |
|  124   |   -27   | 11111111111111111111111111100101 |    -0x1b    |
|  125   |    7    |              0b111               |     0x7     |
|  126   |    -6   | 11111111111111111111111111111010 |     -0x6    |
|  127   |    -5   | 11111111111111111111111111111011 |     -0x5    |
|  128   |    5    |              0b101               |     0x5     |
|  129   |    47   |             0b101111             |     0x2f    |
|  130   |    23   |             0b10111              |     0x17    |
|  131   |   -48   | 11111111111111111111111111010000 |    -0x30    |
|  132   |   -24   | 11111111111111111111111111101000 |    -0x18    |
|  133   |    40   |             0b101000             |     0x28    |
|  134   |    -4   | 11111111111111111111111111111100 |     -0x4    |
|  135   |   -18   | 11111111111111111111111111101110 |    -0x12    |
|  136   |   -19   | 11111111111111111111111111101101 |    -0x13    |
|  137   |    14   |              0b1110              |     0xe     |
|  138   |    15   |              0b1111              |     0xf     |
|  139   |    1    |               0b1                |     0x1     |
|  140   |    24   |             0b11000              |     0x18    |
|  141   |    -9   | 11111111111111111111111111110111 |     -0x9    |
|  142   |   -50   | 11111111111111111111111111001110 |    -0x32    |
|  143   |    18   |             0b10010              |     0x12    |
|  144   |    15   |              0b1111              |     0xf     |
|  145   |    30   |             0b11110              |     0x1e    |
|  146   |    44   |             0b101100             |     0x2c    |
|  147   |    9    |              0b1001              |     0x9     |
|  148   |    19   |             0b10011              |     0x13    |
|  149   |    33   |             0b100001             |     0x21    |
|  150   |    41   |             0b101001             |     0x29    |
|  151   |   -24   | 11111111111111111111111111101000 |    -0x18    |
|  152   |    43   |             0b101011             |     0x2b    |
|  153   |    48   |             0b110000             |     0x30    |
|  154   |   -23   | 11111111111111111111111111101001 |    -0x17    |
|  155   |    7    |              0b111               |     0x7     |
|  156   |    28   |             0b11100              |     0x1c    |
|  157   |    8    |              0b1000              |     0x8     |
|  158   |    -2   | 11111111111111111111111111111110 |     -0x2    |
|  159   |    37   |             0b100101             |     0x25    |
|  160   |    42   |             0b101010             |     0x2a    |
|  161   |   -17   | 11111111111111111111111111101111 |    -0x11    |
|  162   |    -6   | 11111111111111111111111111111010 |     -0x6    |
|  163   |    36   |             0b100100             |     0x24    |
|  164   |    22   |             0b10110              |     0x16    |
|  165   |    27   |             0b11011              |     0x1b    |
|  166   |    31   |             0b11111              |     0x1f    |
|  167   |   -47   | 11111111111111111111111111010001 |    -0x2f    |
|  168   |   -43   | 11111111111111111111111111010101 |    -0x2b    |
|  169   |    0    |               0b0                |     0x0     |
|  170   |    27   |             0b11011              |     0x1b    |
|  171   |    30   |             0b11110              |     0x1e    |
|  172   |    12   |              0b1100              |     0xc     |
|  173   |   -15   | 11111111111111111111111111110001 |     -0xf    |
|  174   |   -19   | 11111111111111111111111111101101 |    -0x13    |
|  175   |   -42   | 11111111111111111111111111010110 |    -0x2a    |
|  176   |   -37   | 11111111111111111111111111011011 |    -0x25    |
|  177   |    31   |             0b11111              |     0x1f    |
|  178   |   -10   | 11111111111111111111111111110110 |     -0xa    |
|  179   |    18   |             0b10010              |     0x12    |
|  180   |    33   |             0b100001             |     0x21    |
|  181   |   -15   | 11111111111111111111111111110001 |     -0xf    |
|  182   |    17   |             0b10001              |     0x11    |
|  183   |    25   |             0b11001              |     0x19    |
|  184   |   -25   | 11111111111111111111111111100111 |    -0x19    |
|  185   |    -5   | 11111111111111111111111111111011 |     -0x5    |
|  186   |    33   |             0b100001             |     0x21    |
|  187   |   -13   | 11111111111111111111111111110011 |     -0xd    |
|  188   |    33   |             0b100001             |     0x21    |
|  189   |   -10   | 11111111111111111111111111110110 |     -0xa    |
|  190   |    47   |             0b101111             |     0x2f    |
|  191   |    47   |             0b101111             |     0x2f    |
|  192   |   -13   | 11111111111111111111111111110011 |     -0xd    |
|  193   |   -32   | 11111111111111111111111111100000 |    -0x20    |
|  194   |    1    |               0b1                |     0x1     |
|  195   |    1    |               0b1                |     0x1     |
|  196   |   -25   | 11111111111111111111111111100111 |    -0x19    |
|  197   |   -33   | 11111111111111111111111111011111 |    -0x21    |
|  198   |    16   |             0b10000              |     0x10    |
|  199   |    17   |             0b10001              |     0x11    |
|  200   |    4    |              0b100               |     0x4     |
+--------+---------+----------------------------------+-------------+ 

 TOTAL TIME OF EXECUTION: 0.016 SECONDS

TC4
+--------+---------+----------------------------------+-------------+
| Number | Decimal |              Binary              | Hexadecimal |
+--------+---------+----------------------------------+-------------+
|   1    |   -39   | 11111111111111111111111111011001 |    -0x27    |
|   2    |   -36   | 11111111111111111111111111011100 |    -0x24    |
|   3    |    8    |              0b1000              |     0x8     |
|   4    |    34   |             0b100010             |     0x22    |
|   5    |    17   |             0b10001              |     0x11    |
|   6    |    49   |             0b110001             |     0x31    |
|   7    |    5    |              0b101               |     0x5     |
|   8    |    0    |               0b0                |     0x0     |
|   9    |    33   |             0b100001             |     0x21    |
|   10   |    12   |              0b1100              |     0xc     |
|   11   |    -6   | 11111111111111111111111111111010 |     -0x6    |
|   12   |    27   |             0b11011              |     0x1b    |
|   13   |    -4   | 11111111111111111111111111111100 |     -0x4    |
|   14   |   -38   | 11111111111111111111111111011010 |    -0x26    |
|   15   |    26   |             0b11010              |     0x1a    |
|   16   |    49   |             0b110001             |     0x31    |
|   17   |    29   |             0b11101              |     0x1d    |
|   18   |    42   |             0b101010             |     0x2a    |
|   19   |   -16   | 11111111111111111111111111110000 |    -0x10    |
|   20   |    34   |             0b100010             |     0x22    |
|   21   |    20   |             0b10100              |     0x14    |
|   22   |    0    |               0b0                |     0x0     |
|   23   |    25   |             0b11001              |     0x19    |
|   24   |    45   |             0b101101             |     0x2d    |
|   25   |    3    |               0b11               |     0x3     |
|   26   |   -46   | 11111111111111111111111111010010 |    -0x2e    |
|   27   |   -46   | 11111111111111111111111111010010 |    -0x2e    |
|   28   |    29   |             0b11101              |     0x1d    |
|   29   |    33   |             0b100001             |     0x21    |
|   30   |    29   |             0b11101              |     0x1d    |
|   31   |    26   |             0b11010              |     0x1a    |
|   32   |    -5   | 11111111111111111111111111111011 |     -0x5    |
|   33   |   -36   | 11111111111111111111111111011100 |    -0x24    |
|   34   |    12   |              0b1100              |     0xc     |
|   35   |    45   |             0b101101             |     0x2d    |
|   36   |   -50   | 11111111111111111111111111001110 |    -0x32    |
|   37   |    0    |               0b0                |     0x0     |
|   38   |    -6   | 11111111111111111111111111111010 |     -0x6    |
+--------+---------+----------------------------------+-------------+ 

 TOTAL TIME OF EXECUTION: 0.000 SECONDS
